Date,Portfolio Value
2022-03-08 00:00:00+00:00,167363.73245284788
2022-03-09 00:00:00+00:00,167112.6868541686
2022-03-10 00:00:00+00:00,167029.13051074152
2022-03-11 00:00:00+00:00,166945.61594548618
2022-03-14 00:00:00+00:00,170326.68193652507
2022-03-15 00:00:00+00:00,165186.67527556987
2022-03-16 00:00:00+00:00,164938.89526265653
2022-03-17 00:00:00+00:00,164856.4258150252
2022-03-18 00:00:00+00:00,164773.99760211768
2022-03-21 00:00:00+00:00,164691.61060331663
2022-03-22 00:00:00+00:00,164609.26479801498
2022-03-23 00:00:00+00:00,164362.35090081795
2022-03-24 00:00:00+00:00,164280.16972536757
2022-03-25 00:00:00+00:00,164198.0296405049
2022-03-28 00:00:00+00:00,164115.93062568465
2022-03-29 00:00:00+00:00,164033.87266037182
2022-03-30 00:00:00+00:00,163787.82185138128
2022-03-31 00:00:00+00:00,163705.9279404556
2022-04-01 00:00:00+00:00,163905.34339067305
2022-04-04 00:00:00+00:00,163823.39071897772
2022-04-05 00:00:00+00:00,163741.47902361825
2022-04-06 00:00:00+00:00,169489.75126706398
2022-04-07 00:00:00+00:00,168725.1518702842
2022-04-08 00:00:00+00:00,170869.485591236
2022-04-11 00:00:00+00:00,176221.38828920978
2022-04-12 00:00:00+00:00,175866.46669548115
2022-04-13 00:00:00+00:00,172135.96794584207
2022-04-14 00:00:00+00:00,172049.89996186917
2022-04-18 00:00:00+00:00,171963.87501188825
2022-04-19 00:00:00+00:00,171877.8930743823
2022-04-20 00:00:00+00:00,171791.95412784512
2022-04-21 00:00:00+00:00,171534.26619665336
2022-04-22 00:00:00+00:00,175923.98415226984
2022-04-25 00:00:00+00:00,174650.7870355409
2022-04-26 00:00:00+00:00,181088.84171025528
2022-04-27 00:00:00+00:00,181263.92011521483
2022-04-28 00:00:00+00:00,180992.02423504202
2022-04-29 00:00:00+00:00,180901.5282229245
2022-05-02 00:00:00+00:00,180811.07745881306
2022-05-03 00:00:00+00:00,180684.0430526596
2022-05-04 00:00:00+00:00,180593.70103113327
2022-05-05 00:00:00+00:00,188188.5227335803
2022-05-06 00:00:00+00:00,189872.15697346578
2022-05-09 00:00:00+00:00,196468.90217097892
2022-05-10 00:00:00+00:00,192717.21815503217
2022-05-11 00:00:00+00:00,200655.83561055677
2022-05-12 00:00:00+00:00,204966.5707934292
2022-05-13 00:00:00+00:00,199382.22216936506
2022-05-16 00:00:00+00:00,199282.53105828038
2022-05-17 00:00:00+00:00,199182.88979275126
2022-05-18 00:00:00+00:00,209389.06551945838
2022-05-19 00:00:00+00:00,211757.71285371965
2022-05-20 00:00:00+00:00,211767.1779325164
2022-05-23 00:00:00+00:00,211661.29434355017
2022-05-24 00:00:00+00:00,211555.4636963784
2022-05-25 00:00:00+00:00,211449.68596453022
2022-05-26 00:00:00+00:00,211132.51143558344
2022-05-27 00:00:00+00:00,211026.94517986567
2022-05-31 00:00:00+00:00,210921.43170727574
2022-06-01 00:00:00+00:00,210815.9709914221
2022-06-02 00:00:00+00:00,210710.5630059264
2022-06-03 00:00:00+00:00,218518.58229866432
2022-06-06 00:00:00+00:00,218409.323007515
2022-06-07 00:00:00+00:00,218300.11834601124
2022-06-08 00:00:00+00:00,218190.96828683824
2022-06-09 00:00:00+00:00,225927.0843240023
2022-06-10 00:00:00+00:00,235092.02186767786
2022-06-13 00:00:00+00:00,244505.69126696404
2022-06-14 00:00:00+00:00,242426.13333191257
2022-06-15 00:00:00+00:00,242304.92026524662
2022-06-16 00:00:00+00:00,242183.767805114
2022-06-17 00:00:00+00:00,241820.49215340635
2022-06-21 00:00:00+00:00,241699.58190732964
2022-06-22 00:00:00+00:00,241578.732116376
2022-06-23 00:00:00+00:00,241457.94275031783
2022-06-24 00:00:00+00:00,241337.21377894268
2022-06-27 00:00:00+00:00,240975.20795827426
2022-06-28 00:00:00+00:00,240854.72035429513
2022-06-29 00:00:00+00:00,237184.57952745858
2022-06-30 00:00:00+00:00,240784.8748329993
2022-07-01 00:00:00+00:00,240664.48239558283
2022-07-05 00:00:00+00:00,240303.48567198947
2022-07-06 00:00:00+00:00,240183.33392915348
2022-07-07 00:00:00+00:00,240063.24226218893
2022-07-08 00:00:00+00:00,239943.21064105784
2022-07-11 00:00:00+00:00,239823.23903573732
2022-07-12 00:00:00+00:00,249291.8153802425
2022-07-13 00:00:00+00:00,250100.7700778366
2022-07-14 00:00:00+00:00,248629.81434968158
2022-07-15 00:00:00+00:00,248505.49944250676
2022-07-18 00:00:00+00:00,248381.24669278553
2022-07-19 00:00:00+00:00,248008.67482274637
2022-07-20 00:00:00+00:00,247884.670485335
2022-07-21 00:00:00+00:00,247760.72815009233
2022-07-22 00:00:00+00:00,247636.8477860173
2022-07-25 00:00:00+00:00,247513.0293621243
2022-07-26 00:00:00+00:00,251488.3578171963
2022-07-27 00:00:00+00:00,251362.6136382877
2022-07-28 00:00:00+00:00,251236.93233146856
2022-07-29 00:00:00+00:00,251111.31386530283
2022-08-01 00:00:00+00:00,250985.7582083702
2022-08-02 00:00:00+00:00,250609.27957105765
2022-08-03 00:00:00+00:00,250483.97493127213
2022-08-04 00:00:00+00:00,250358.7329438065
2022-08-05 00:00:00+00:00,250233.55357733462
2022-08-08 00:00:00+00:00,250108.43680054595
2022-08-09 00:00:00+00:00,249733.27414534515
2022-08-10 00:00:00+00:00,249608.40750827247
2022-08-11 00:00:00+00:00,249483.60330451836
2022-08-12 00:00:00+00:00,249358.86150286612
2022-08-15 00:00:00+00:00,249234.1820721147
2022-08-16 00:00:00+00:00,248860.33079900654
2022-08-17 00:00:00+00:00,248735.90063360706
2022-08-18 00:00:00+00:00,248611.53268329028
2022-08-19 00:00:00+00:00,251931.49465941722
2022-08-22 00:00:00+00:00,258378.25782638547
2022-08-23 00:00:00+00:00,258851.25654138537
2022-08-24 00:00:00+00:00,258759.53764822186
2022-08-25 00:00:00+00:00,258630.15787939777
2022-08-26 00:00:00+00:00,268367.60882943985
2022-08-29 00:00:00+00:00,271496.00531655294
2022-08-30 00:00:00+00:00,274302.8993299373
2022-08-31 00:00:00+00:00,276394.6774288436
2022-09-01 00:00:00+00:00,274955.5414182644
2022-09-02 00:00:00+00:00,279400.6522451279
2022-09-06 00:00:00+00:00,282327.08937961614
2022-09-07 00:00:00+00:00,281903.59874554677
2022-09-08 00:00:00+00:00,281762.64694617403
2022-09-09 00:00:00+00:00,281621.765622701
2022-09-12 00:00:00+00:00,281480.95473988965
2022-09-13 00:00:00+00:00,296815.58507330716
2022-09-14 00:00:00+00:00,296099.4528701656
2022-09-15 00:00:00+00:00,302787.70943839336
2022-09-16 00:00:00+00:00,304651.3152715214
2022-09-19 00:00:00+00:00,304772.8461953362
2022-09-20 00:00:00+00:00,304620.45977223857
2022-09-21 00:00:00+00:00,308561.01979251177
2022-09-22 00:00:00+00:00,308406.73928261554
2022-09-23 00:00:00+00:00,312916.82486863993
2022-09-26 00:00:00+00:00,312760.3664562056
2022-09-27 00:00:00+00:00,312603.98627297755
2022-09-28 00:00:00+00:00,312135.0802935681
2022-09-29 00:00:00+00:00,327310.79623993667
2022-09-30 00:00:00+00:00,336979.32676521124
2022-10-03 00:00:00+00:00,326447.86915409047
2022-10-04 00:00:00+00:00,326284.64521951345
2022-10-05 00:00:00+00:00,325795.2182516842
2022-10-06 00:00:00+00:00,325632.3206425584
2022-10-07 00:00:00+00:00,339587.1732520087
2022-10-10 00:00:00+00:00,342581.37833166507
2022-10-11 00:00:00+00:00,346914.8385378394
2022-10-12 00:00:00+00:00,345871.19857786095
2022-10-13 00:00:00+00:00,345698.26297857205
2022-10-14 00:00:00+00:00,345525.41384708276
2022-10-17 00:00:00+00:00,345352.6511401592
2022-10-18 00:00:00+00:00,345179.9748145892
2022-10-19 00:00:00+00:00,344662.20485236734
2022-10-20 00:00:00+00:00,344489.8737499412
2022-10-21 00:00:00+00:00,344317.6288130662
2022-10-24 00:00:00+00:00,344145.46999865974
2022-10-25 00:00:00+00:00,343973.39726366044
2022-10-26 00:00:00+00:00,369997.1489136345
2022-10-27 00:00:00+00:00,379422.82097991713
2022-10-28 00:00:00+00:00,363972.5394495315
2022-10-31 00:00:00+00:00,363790.5531798068
2022-11-01 00:00:00+00:00,363608.6579032169
2022-11-02 00:00:00+00:00,376250.33882288943
2022-11-03 00:00:00+00:00,388620.98801470967
2022-11-04 00:00:00+00:00,382411.38947540714
2022-11-07 00:00:00+00:00,380727.919179058
2022-11-08 00:00:00+00:00,380537.5552194685
2022-11-09 00:00:00+00:00,392596.79002470145
2022-11-10 00:00:00+00:00,392400.4916296891
2022-11-11 00:00:00+00:00,392204.2913838743
2022-11-14 00:00:00+00:00,392008.1892381824
2022-11-15 00:00:00+00:00,391812.1851435633
2022-11-16 00:00:00+00:00,391613.0980029669
2022-11-17 00:00:00+00:00,391417.2914539654
2022-11-18 00:00:00+00:00,391221.58280823845
2022-11-21 00:00:00+00:00,391025.97201683436
2022-11-22 00:00:00+00:00,390830.459030826
2022-11-23 00:00:00+00:00,390244.2133422798
2022-11-25 00:00:00+00:00,390049.0912356087
2022-11-28 00:00:00+00:00,400098.4169741499
2022-11-29 00:00:00+00:00,404951.3124157081
2022-11-30 00:00:00+00:00,404748.83675950026
2022-12-01 00:00:00+00:00,404141.71350436105
2022-12-02 00:00:00+00:00,403939.6426476089
2022-12-05 00:00:00+00:00,403737.6728262851
2022-12-06 00:00:00+00:00,412865.805872521
2022-12-07 00:00:00+00:00,416361.5078516141
2022-12-08 00:00:00+00:00,410685.35065925156
2022-12-09 00:00:00+00:00,410480.00798392197
2022-12-12 00:00:00+00:00,410274.76797993004
2022-12-13 00:00:00+00:00,410069.6305959401
2022-12-14 00:00:00+00:00,409864.5957806422
2022-12-15 00:00:00+00:00,428453.7236166128
2022-12-16 00:00:00+00:00,435071.3868901778
2022-12-19 00:00:00+00:00,442077.8152904779
2022-12-20 00:00:00+00:00,440794.0472068337
2022-12-21 00:00:00+00:00,440573.65018323035
2022-12-22 00:00:00+00:00,439912.78970795556
2022-12-23 00:00:00+00:00,439692.8333131016
2022-12-27 00:00:00+00:00,443973.7113061844
2022-12-28 00:00:00+00:00,457375.1511698397
2022-12-29 00:00:00+00:00,457146.4635942548
2022-12-30 00:00:00+00:00,456460.74389886344
